Average Zeroed Cap@174kHz,Average Zeroed Cap@224kHz,Average Zeroed Cap@287kHz,Average Zeroed Cap@368kHz,Average Zeroed Cap@473kHz,Average Zeroed Cap@607kHz,Average Zeroed Cap@779kHz,Average Zeroed Cap@1000kHz,Average Zeroed Cap@1284kHz,Average Zeroed Cap@1648kHz,Average Zeroed Cap@2115kHz,Group,Day,,,,,,,,,,,
1.589,1.205,0.977,0.979,0.516,0.519,0.464,0.382,0.332,0.31,0.368,3,13,,,,,,,,,,,
1.6,0.859,1.114,0.819,0.468,0.582,0.523,0.441,0.366,0.328,0.317,3,13,,,,,,,,,,,
1.335,1.154,0.953,0.907,0.572,0.54,0.352,0.414,0.287,0.328,0.305,3,13,,,,,,,,,,,
1.318,1.192,1.134,0.854,0.381,0.482,0.522,0.429,0.373,0.303,0.339,3,13,,,,,,,,,,,
1.37,1.008,0.757,0.907,0.543,0.544,0.397,0.402,0.335,0.363,0.318,3,13,,,,,,,,,,,
1.442,0.987,1.238,0.823,0.482,0.491,0.509,0.328,0.332,0.323,0.351,3,13,,,,,,,,,,,
1.381,0.941,1.088,0.885,0.429,0.532,0.456,0.409,0.359,0.323,0.36,3,13,,,,,,,,,,,
1.475,1.021,1.117,0.868,0.431,0.517,0.522,0.413,0.276,0.395,0.355,3,13,,,,,,,,,,,
1.621,0.964,0.932,0.892,0.527,0.554,0.468,0.491,0.301,0.317,0.342,3,13,,,,,,,,,,,
1.7,1.138,0.921,0.793,0.535,0.535,0.528,0.358,0.38,0.349,0.324,3,13,,,,,,,,,,,
1.457,1.029,0.932,0.705,0.496,0.479,0.537,0.471,0.317,0.331,0.289,3,13,,,,,,,,,,,
1.549,1.244,1.022,0.725,0.398,0.506,0.561,0.453,0.34,0.322,0.325,3,13,,,,,,,,,,,
1.509,0.931,1.038,0.75,0.431,0.515,0.551,0.453,0.299,0.319,0.312,3,13,,,,,,,,,,,
1.47,0.955,0.871,0.594,0.46,0.451,0.464,0.378,0.303,0.301,0.338,3,13,,,,,,,,,,,
1.512,1.085,0.982,0.707,0.505,0.582,0.509,0.376,0.294,0.304,0.369,3,13,,,,,,,,,,,
1.446,1.128,0.936,0.783,0.408,0.534,0.404,0.433,0.329,0.351,0.274,3,13,,,,,,,,,,,
1.438,1.075,0.907,0.664,0.286,0.521,0.447,0.47,0.344,0.339,0.321,3,13,,,,,,,,,,,
1.479,1.108,1.01,0.774,0.541,0.442,0.488,0.378,0.285,0.33,0.294,3,13,,,,,,,,,,,
1.496,1.148,0.948,0.786,0.607,0.534,0.438,0.405,0.322,0.331,0.263,3,13,,,,,,,,,,,
1.605,0.94,0.759,0.752,0.562,0.504,0.491,0.35,0.317,0.342,0.318,3,13,,,,,,,,,,,
1.685,1.267,1.11,1.021,0.711,0.827,0.849,0.748,0.608,0.694,0.606,3,13,,,,,,,,,,,
1.627,1.498,1.172,1.204,0.848,0.859,0.787,0.787,0.661,0.622,0.639,3,13,,,,,,,,,,,
1.737,1.284,1.117,1.129,0.758,0.849,0.806,0.736,0.61,0.613,0.622,3,13,,,,,,,,,,,
1.728,1.45,1.202,1.069,0.571,0.835,0.81,0.703,0.629,0.598,0.551,3,13,,,,,,,,,,,
1.708,1.306,1.284,0.989,0.758,0.859,0.789,0.678,0.599,0.632,0.602,3,13,,,,,,,,,,,
1.776,1.38,0.984,1.182,0.719,0.787,0.778,0.661,0.62,0.686,0.629,3,13,,,,,,,,,,,
1.471,1.28,1.377,1.086,0.781,0.845,0.807,0.741,0.622,0.571,0.587,3,13,,,,,,,,,,,
1.674,1.263,1.204,0.908,0.879,0.811,0.727,0.593,0.586,0.662,0.56,3,13,,,,,,,,,,,
1.88,1.406,1.312,0.975,0.871,0.761,0.728,0.748,0.599,0.586,0.588,3,13,,,,,,,,,,,
1.788,1.277,1.186,0.995,0.615,0.724,0.738,0.67,0.561,0.588,0.543,3,13,,,,,,,,,,,
1.748,1.274,1.182,0.973,0.841,0.747,0.755,0.685,0.541,0.612,0.564,3,13,,,,,,,,,,,
1.723,1.257,1.137,1.067,0.77,0.753,0.748,0.717,0.535,0.599,0.575,3,13,,,,,,,,,,,
1.615,1.197,1.329,0.96,0.74,0.772,0.674,0.617,0.539,0.561,0.517,3,13,,,,,,,,,,,
1.75,1.158,1.209,1.156,0.532,0.766,0.67,0.595,0.554,0.547,0.555,3,13,,,,,,,,,,,
1.491,1.426,1.038,0.973,0.811,0.79,0.664,0.649,0.528,0.495,0.575,3,13,,,,,,,,,,,
1.682,1.452,1.108,1.082,0.832,0.768,0.715,0.576,0.596,0.521,0.511,3,13,,,,,,,,,,,
1.747,1.303,1.19,0.943,0.687,0.739,0.757,0.634,0.486,0.564,0.526,3,13,,,,,,,,,,,
1.494,1.014,1.256,0.938,0.679,0.704,0.711,0.686,0.533,0.56,0.526,3,13,,,,,,,,,,,
1.693,1.297,0.987,0.982,0.558,0.783,0.665,0.619,0.559,0.545,0.567,3,13,,,,,,,,,,,
1.634,1.32,1.343,1.044,0.702,0.69,0.705,0.677,0.48,0.522,0.548,3,13,,,,,,,,,,,
1.677,1.107,1.319,1.055,0.517,0.774,0.712,0.653,0.555,0.598,0.527,3,13,,,,,,,,,,,
1.595,1.219,1.25,0.938,0.75,0.793,0.683,0.574,0.521,0.566,0.583,3,13,,,,,,,,,,,
1.538,1.164,1.35,1.007,0.82,0.751,0.732,0.541,0.481,0.52,0.551,3,13,,,,,,,,,,,
1.922,1.188,1.18,1.127,0.56,0.763,0.693,0.602,0.495,0.569,0.487,3,13,,,,,,,,,,,
1.648,1.187,1.187,1.098,0.794,0.752,0.707,0.534,0.471,0.512,0.533,3,13,,,,,,,,,,,
1.674,1.272,1.107,0.921,0.653,0.726,0.635,0.487,0.449,0.484,0.519,3,13,,,,,,,,,,,
1.501,1.249,1.154,1.05,0.624,0.741,0.71,0.506,0.524,0.524,0.477,3,13,,,,,,,,,,,
1.776,1.138,1.167,1.119,0.539,0.732,0.671,0.583,0.488,0.56,0.438,3,13,,,,,,,,,,,
1.657,1.309,1.123,0.916,0.558,0.682,0.698,0.585,0.505,0.463,0.436,3,13,,,,,,,,,,,
1.747,1.223,1.124,0.946,0.547,0.639,0.647,0.565,0.449,0.529,0.465,3,13,,,,,,,,,,,
1.705,1.396,1.194,1.053,0.404,0.659,0.656,0.495,0.514,0.47,0.426,3,13,,,,,,,,,,,
1.631,1.315,1.015,1.125,0.568,0.655,0.68,0.601,0.487,0.482,0.458,3,13,,,,,,,,,,,
1.853,1.183,1.323,1.031,0.749,0.734,0.611,0.703,0.446,0.469,0.511,3,13,,,,,,,,,,,
1.807,1.361,1.284,1.009,0.652,0.762,0.593,0.586,0.413,0.528,0.479,3,13,,,,,,,,,,,
1.774,1.287,1.205,1.045,0.584,0.633,0.649,0.54,0.484,0.415,0.488,3,13,,,,,,,,,,,
1.536,1.063,1.07,1.111,0.682,0.731,0.726,0.565,0.468,0.519,0.448,3,13,,,,,,,,,,,
1.665,1.168,1.134,0.919,0.548,0.711,0.625,0.528,0.439,0.428,0.466,3,13,,,,,,,,,,,
1.697,1.278,1.081,0.889,0.602,0.663,0.597,0.562,0.394,0.459,0.459,3,13,,,,,,,,,,,
1.731,1.432,1.109,0.891,0.715,0.726,0.631,0.503,0.46,0.454,0.503,3,13,,,,,,,,,,,
1.652,1.083,1.127,0.984,0.56,0.731,0.588,0.503,0.398,0.461,0.478,3,13,,,,,,,,,,,
2.205,1.59,1.652,1.251,0.811,0.989,0.89,0.82,0.702,0.745,0.647,4,13,,,,,,,,,,,
2.207,1.565,1.325,1.507,0.857,0.964,0.897,0.78,0.763,0.754,0.722,4,13,,,,,,,,,,,
2.067,1.648,1.39,1.19,1.124,0.956,0.872,0.788,0.806,0.651,0.801,4,13,,,,,,,,,,,
2.16,1.615,1.374,1.264,1.086,0.966,0.995,0.749,0.688,0.751,0.693,4,13,,,,,,,,,,,
1.989,1.479,1.615,1.216,0.826,0.937,0.856,0.834,0.762,0.63,0.697,4,13,,,,,,,,,,,
2.235,1.62,1.574,1.268,0.852,0.998,0.858,0.8,0.704,0.669,0.742,4,13,,,,,,,,,,,
2.053,1.602,1.483,1.323,0.838,0.946,0.822,0.834,0.708,0.644,0.682,4,13,,,,,,,,,,,
2.208,1.595,1.484,1.317,0.924,0.972,0.876,0.767,0.735,0.685,0.674,4,13,,,,,,,,,,,
2.116,1.518,1.687,1.185,0.917,0.944,0.887,0.772,0.709,0.654,0.665,4,13,,,,,,,,,,,
2.088,1.374,1.505,1.286,1.007,0.937,0.885,0.804,0.717,0.681,0.658,4,13,,,,,,,,,,,
1.991,1.552,1.621,1.421,0.801,0.91,0.844,0.814,0.752,0.669,0.647,4,13,,,,,,,,,,,
2.106,1.526,1.535,1.241,0.791,0.882,0.893,0.812,0.721,0.605,0.685,4,13,,,,,,,,,,,
2.093,1.769,1.284,1.229,0.869,0.917,0.861,0.784,0.685,0.617,0.656,4,13,,,,,,,,,,,
2.082,1.575,1.493,1.317,0.966,0.911,0.929,0.821,0.744,0.657,0.561,4,13,,,,,,,,,,,
2.167,1.688,1.351,1.331,0.984,0.973,0.868,0.799,0.651,0.721,0.677,4,13,,,,,,,,,,,
2.122,1.648,1.595,1.333,1.009,0.896,0.869,0.811,0.688,0.684,0.625,4,13,,,,,,,,,,,
2.211,1.443,1.631,1.31,0.804,0.921,0.853,0.885,0.725,0.633,0.6,4,13,,,,,,,,,,,
2.042,1.632,1.215,1.019,0.982,0.891,0.841,0.788,0.647,0.744,0.625,4,13,,,,,,,,,,,
2.126,1.586,1.317,1.096,0.964,0.91,0.8,0.843,0.7,0.634,0.62,4,13,,,,,,,,,,,
2.038,1.574,1.467,1.28,0.949,0.91,0.86,0.76,0.742,0.674,0.658,4,13,,,,,,,,,,,
1.74,1.56,1.594,1.639,1.337,1.258,1.278,1.27,1.054,1.031,1.057,4,13,,,,,,,,,,,
2.154,1.584,1.662,1.429,1.16,1.35,1.296,1.126,1.084,1.02,1.094,4,13,,,,,,,,,,,
1.976,1.615,1.676,1.434,1.056,1.293,1.272,1.191,1.057,1.031,1.114,4,13,,,,,,,,,,,
1.886,1.652,1.594,1.553,1.212,1.279,1.232,1.171,1.055,1.028,1.102,4,13,,,,,,,,,,,
1.867,1.567,1.648,1.587,1.174,1.325,1.297,1.085,1.133,1.12,0.984,4,13,,,,,,,,,,,
1.95,1.472,1.427,1.527,1.141,1.218,1.209,1.165,1.092,0.989,1.034,4,13,,,,,,,,,,,
1.688,1.645,1.59,1.431,1.379,1.265,1.193,1.204,1.039,1.009,1.064,4,13,,,,,,,,,,,
1.977,1.729,1.571,1.606,1.078,1.205,1.195,1.145,1.098,1.091,1.05,4,13,,,,,,,,,,,
1.743,1.438,1.426,1.582,1.247,1.258,1.203,1.203,1,1.009,1.005,4,13,,,,,,,,,,,
1.844,1.656,1.564,1.698,1.149,1.302,1.172,1.103,1.04,1.085,1.004,4,13,,,,,,,,,,,
1.968,1.686,1.59,1.261,1.342,1.259,1.179,1.054,1.077,0.979,1.136,4,13,,,,,,,,,,,
1.848,1.69,1.563,1.592,1.146,1.183,1.219,1.104,1.007,1.056,1.081,4,13,,,,,,,,,,,
1.973,1.515,1.619,1.568,1.205,1.193,1.247,1.108,1.028,1.03,0.967,4,13,,,,,,,,,,,
1.65,1.573,1.48,1.407,1.204,1.261,1.188,1.139,1.026,1.008,1.026,4,13,,,,,,,,,,,
1.88,1.312,1.531,1.452,1.191,1.27,1.237,1.103,1.03,1.018,1.055,4,13,,,,,,,,,,,
1.96,1.673,1.775,1.39,0.982,1.283,1.177,1.141,1.015,0.97,0.964,4,13,,,,,,,,,,,
1.887,1.592,1.575,1.431,1.08,1.244,1.187,1.1,1.047,1.036,1.003,4,13,,,,,,,,,,,
2.022,1.482,1.689,1.353,1.202,1.291,1.161,1.104,1.017,0.949,0.977,4,13,,,,,,,,,,,
1.808,1.352,1.539,1.425,1.328,1.185,1.18,1.122,1.028,1.049,0.95,4,13,,,,,,,,,,,
1.691,1.546,1.775,1.421,1.079,1.215,1.191,1.127,1.037,1.049,1.04,4,13,,,,,,,,,,,
2.118,1.35,1.426,1.222,0.883,0.883,0.745,0.69,0.641,0.559,0.589,4,13,,,,,,,,,,,
2.002,1.316,1.473,1.233,0.838,0.867,0.782,0.742,0.633,0.652,0.617,4,13,,,,,,,,,,,
2.005,1.522,1.46,1.316,0.808,0.94,0.814,0.692,0.69,0.604,0.564,4,13,,,,,,,,,,,
1.841,1.515,1.462,1.21,0.749,0.849,0.765,0.69,0.644,0.579,0.591,4,13,,,,,,,,,,,
1.954,1.359,1.249,1.362,0.896,0.841,0.743,0.722,0.588,0.619,0.604,4,13,,,,,,,,,,,
1.904,1.495,1.52,1.115,0.949,0.911,0.806,0.745,0.649,0.612,0.598,4,13,,,,,,,,,,,
1.923,1.442,1.336,1.187,0.819,0.844,0.79,0.742,0.645,0.664,0.594,4,13,,,,,,,,,,,
1.94,1.516,1.397,1.236,0.768,0.864,0.72,0.706,0.555,0.516,0.521,4,13,,,,,,,,,,,
2,1.356,1.364,1.124,0.841,0.835,0.831,0.668,0.554,0.597,0.534,4,13,,,,,,,,,,,
2.142,1.499,1.234,1.357,0.834,0.845,0.75,0.722,0.572,0.575,0.562,4,13,,,,,,,,,,,
1.813,1.438,1.324,1.307,0.922,0.84,0.781,0.679,0.627,0.519,0.531,4,13,,,,,,,,,,,
1.888,1.356,1.308,1.059,0.706,0.859,0.761,0.71,0.583,0.621,0.542,4,13,,,,,,,,,,,
1.946,1.397,1.399,1.204,0.807,0.85,0.778,0.666,0.497,0.59,0.57,4,13,,,,,,,,,,,
1.887,1.514,1.355,1.221,0.726,0.829,0.764,0.702,0.512,0.538,0.497,4,13,,,,,,,,,,,
1.865,1.54,1.257,1.11,0.822,0.811,0.743,0.675,0.584,0.543,0.523,4,13,,,,,,,,,,,
2.077,1.615,1.449,1.202,0.792,0.82,0.823,0.675,0.544,0.607,0.557,4,13,,,,,,,,,,,
1.931,1.406,1.311,1.178,0.874,0.864,0.837,0.712,0.487,0.641,0.618,4,13,,,,,,,,,,,
2.048,1.397,1.61,1.191,0.937,0.815,0.78,0.643,0.513,0.516,0.509,4,13,,,,,,,,,,,
1.849,1.446,1.347,1.277,0.848,0.873,0.72,0.672,0.64,0.563,0.514,4,13,,,,,,,,,,,
1.778,1.334,1.279,1.041,0.854,0.841,0.753,0.601,0.565,0.537,0.538,4,13,,,,,,,,,,,
1.718,1.308,1.411,1.263,0.944,0.99,0.891,0.848,0.781,0.738,0.767,5,13,,,,,,,,,,,
1.609,1.446,1.4,1.155,1.011,0.997,0.925,0.919,0.758,0.752,0.763,5,13,,,,,,,,,,,
1.857,1.348,1.203,1.208,0.791,0.991,0.947,0.866,0.725,0.803,0.755,5,13,,,,,,,,,,,
1.836,1.441,1.27,1.17,1.051,1.006,0.84,0.924,0.741,0.807,0.728,5,13,,,,,,,,,,,
1.722,1.623,1.29,1.357,1.004,1.015,0.885,0.914,0.741,0.791,0.754,5,13,,,,,,,,,,,
1.6,1.516,1.418,1.203,0.846,1.006,0.879,0.929,0.779,0.784,0.707,5,13,,,,,,,,,,,
1.766,1.267,1.319,1.176,0.718,0.954,0.86,0.886,0.691,0.732,0.754,5,13,,,,,,,,,,,
1.932,1.379,1.283,1.255,0.953,0.968,0.843,0.851,0.75,0.757,0.697,5,13,,,,,,,,,,,
1.767,1.384,1.3,1.366,0.997,0.963,0.923,0.868,0.767,0.76,0.746,5,13,,,,,,,,,,,
1.625,1.382,1.35,1.201,0.818,0.954,0.929,0.829,0.715,0.742,0.712,5,13,,,,,,,,,,,
1.811,1.437,1.354,1.187,0.983,0.942,0.85,0.928,0.673,0.731,0.694,5,13,,,,,,,,,,,
1.817,1.468,1.496,1.052,1.125,0.974,0.891,0.781,0.695,0.768,0.769,5,13,,,,,,,,,,,
1.753,1.477,1.292,1.136,1.128,0.982,0.831,0.824,0.684,0.749,0.696,5,13,,,,,,,,,,,
1.654,1.451,1.251,1.282,0.977,0.965,0.824,0.835,0.659,0.789,0.785,5,13,,,,,,,,,,,
1.585,1.602,1.375,1.237,0.846,0.969,0.805,0.898,0.72,0.772,0.672,5,13,,,,,,,,,,,
1.911,1.621,1.441,1.105,1.001,0.975,0.859,0.888,0.724,0.789,0.692,5,13,,,,,,,,,,,
1.695,1.42,1.22,1.307,0.804,1.018,0.924,0.876,0.697,0.714,0.752,5,13,,,,,,,,,,,
1.82,1.583,1.245,1.312,1.013,0.896,0.843,0.866,0.733,0.703,0.734,5,13,,,,,,,,,,,
1.879,1.587,1.321,1.243,0.922,0.964,0.897,0.823,0.695,0.788,0.671,5,13,,,,,,,,,,,
1.822,1.592,1.52,1.303,0.971,0.924,0.845,0.836,0.722,0.759,0.724,5,13,,,,,,,,,,,
1.631,1.53,1.453,1.016,0.887,0.954,0.906,0.818,0.701,0.716,0.659,5,13,,,,,,,,,,,
1.724,1.514,1.373,1.288,1.111,0.934,0.868,0.805,0.68,0.758,0.776,5,13,,,,,,,,,,,
1.632,1.45,1.405,1.265,0.988,0.958,0.843,0.783,0.687,0.716,0.73,5,13,,,,,,,,,,,
1.67,1.424,1.315,1.287,0.968,1.007,0.809,0.835,0.764,0.776,0.635,5,13,,,,,,,,,,,
1.806,1.397,1.22,1.08,0.921,0.899,0.826,0.83,0.682,0.717,0.683,5,13,,,,,,,,,,,
1.855,1.618,1.206,1.101,0.8,0.9,0.932,0.847,0.669,0.687,0.726,5,13,,,,,,,,,,,
1.979,1.556,1.423,1.366,0.961,0.894,0.889,0.782,0.713,0.753,0.699,5,13,,,,,,,,,,,
1.682,1.64,1.345,1.198,0.757,0.901,0.908,0.818,0.665,0.75,0.725,5,13,,,,,,,,,,,
1.985,1.584,1.532,1.213,0.886,0.926,0.818,0.845,0.646,0.615,0.668,5,13,,,,,,,,,,,
1.917,1.45,1.41,1.087,0.896,0.943,0.851,0.815,0.635,0.706,0.688,5,13,,,,,,,,,,,
1.991,1.644,1.551,1.29,1.059,1.009,0.97,0.86,0.702,0.771,0.713,5,13,,,,,,,,,,,
1.807,1.775,1.486,1.244,0.897,0.989,0.917,0.875,0.761,0.855,0.754,5,13,,,,,,,,,,,
2.008,1.661,1.608,1.239,0.93,0.988,0.919,0.86,0.705,0.792,0.705,5,13,,,,,,,,,,,
1.636,1.683,1.337,1.339,0.923,1.008,0.966,0.888,0.763,0.79,0.749,5,13,,,,,,,,,,,
1.776,1.727,1.296,1.33,1.054,1,0.844,0.851,0.748,0.751,0.743,5,13,,,,,,,,,,,
1.851,1.604,1.419,1.369,0.983,0.981,0.887,0.894,0.697,0.732,0.736,5,13,,,,,,,,,,,
1.951,1.674,1.439,1.294,0.905,1.011,0.895,0.838,0.753,0.767,0.774,5,13,,,,,,,,,,,
1.918,1.606,1.319,1.246,1.229,0.951,0.902,0.938,0.72,0.782,0.744,5,13,,,,,,,,,,,
1.998,1.565,1.401,1.354,0.906,1.075,0.879,0.889,0.726,0.777,0.692,5,13,,,,,,,,,,,
1.752,1.687,1.547,1.34,1.034,1.016,0.977,0.887,0.755,0.731,0.683,5,13,,,,,,,,,,,
1.929,1.803,1.474,1.21,1.002,0.986,0.871,0.862,0.735,0.801,0.75,5,13,,,,,,,,,,,
1.997,1.61,1.427,1.247,1.024,0.976,0.87,0.821,0.718,0.752,0.726,5,13,,,,,,,,,,,
1.916,1.695,1.49,1.179,0.958,0.97,0.85,0.892,0.674,0.827,0.749,5,13,,,,,,,,,,,
1.963,1.351,1.555,1.527,1.095,0.946,0.864,0.876,0.756,0.78,0.739,5,13,,,,,,,,,,,
1.978,1.488,1.171,1.442,1.076,0.996,0.903,0.829,0.694,0.654,0.68,5,13,,,,,,,,,,,
1.967,1.537,1.512,1.242,1.219,1.014,0.914,0.853,0.708,0.823,0.769,5,13,,,,,,,,,,,
1.846,1.565,1.491,1.209,0.852,1.028,0.866,0.917,0.753,0.767,0.729,5,13,,,,,,,,,,,
1.942,1.481,1.629,1.43,0.914,0.972,0.919,0.847,0.661,0.807,0.653,5,13,,,,,,,,,,,
1.797,1.699,1.476,1.403,0.886,1.005,0.941,0.897,0.686,0.655,0.713,5,13,,,,,,,,,,,
1.881,1.661,1.319,1.316,1.093,1.037,0.887,0.863,0.687,0.702,0.673,5,13,,,,,,,,,,,
1.885,1.529,1.289,1.4,1.091,0.954,0.88,0.818,0.734,0.788,0.766,5,13,,,,,,,,,,,
1.93,1.826,1.378,1.299,1.086,0.967,0.873,0.843,0.647,0.723,0.694,5,13,,,,,,,,,,,
1.876,1.598,1.463,1.384,0.906,0.938,0.901,0.863,0.742,0.737,0.665,5,13,,,,,,,,,,,
1.785,1.56,1.331,1.348,1.079,1.011,0.901,0.872,0.692,0.699,0.736,5,13,,,,,,,,,,,
1.855,1.601,1.561,1.218,0.918,0.894,0.941,0.87,0.706,0.77,0.653,5,13,,,,,,,,,,,
1.877,1.725,1.397,1.272,1.073,0.894,0.836,0.851,0.652,0.693,0.718,5,13,,,,,,,,,,,
1.874,1.446,1.421,1.188,0.831,0.961,0.892,0.853,0.584,0.752,0.649,5,13,,,,,,,,,,,
2.015,1.482,1.415,1.116,0.926,0.938,0.811,0.842,0.694,0.707,0.69,5,13,,,,,,,,,,,
2.063,1.571,1.552,1.278,0.856,0.941,0.828,0.865,0.661,0.766,0.616,5,13,,,,,,,,,,,
1.955,1.7,1.487,1.195,1.052,0.896,0.878,0.772,0.69,0.716,0.675,5,13,,,,,,,,,,,
2.053,1.84,1.574,1.559,1.152,1.119,0.962,0.908,0.775,0.757,0.726,6,13,,,,,,,,,,,
2.045,1.688,1.43,1.516,1.065,1.048,0.902,0.941,0.766,0.804,0.712,6,13,,,,,,,,,,,
1.812,1.734,1.386,1.441,1.108,1.056,0.899,0.883,0.702,0.673,0.627,6,13,,,,,,,,,,,
1.939,1.787,1.423,1.475,1.085,0.999,0.965,0.933,0.684,0.67,0.645,6,13,,,,,,,,,,,
2.018,1.745,1.51,1.369,1.041,0.988,0.859,0.883,0.659,0.671,0.666,6,13,,,,,,,,,,,
2.054,1.603,1.436,1.354,1.05,0.951,0.892,0.803,0.67,0.653,0.615,6,13,,,,,,,,,,,
1.729,1.805,1.431,1.33,0.995,0.967,0.882,0.806,0.611,0.687,0.635,6,13,,,,,,,,,,,
2.068,1.725,1.585,1.48,0.925,0.942,0.84,0.853,0.71,0.698,0.671,6,13,,,,,,,,,,,
2.069,1.587,1.316,1.493,0.883,0.895,0.772,0.729,0.577,0.69,0.581,6,13,,,,,,,,,,,
1.899,1.691,1.345,1.347,0.884,0.897,0.874,0.828,0.539,0.621,0.521,6,13,,,,,,,,,,,
1.871,1.773,1.624,1.355,0.952,0.919,0.861,0.802,0.63,0.711,0.687,6,13,,,,,,,,,,,
2.107,1.664,1.464,1.385,0.942,0.924,0.775,0.787,0.529,0.695,0.547,6,13,,,,,,,,,,,
1.957,1.632,1.225,1.261,1.113,0.9,0.813,0.782,0.573,0.645,0.521,6,13,,,,,,,,,,,
2.031,1.645,1.469,1.186,0.926,0.851,0.764,0.698,0.56,0.654,0.628,6,13,,,,,,,,,,,
2.039,1.569,1.346,1.385,0.828,0.924,0.786,0.719,0.546,0.591,0.584,6,13,,,,,,,,,,,
2.154,1.629,1.479,1.264,0.932,0.879,0.789,0.742,0.508,0.574,0.545,6,13,,,,,,,,,,,
2.184,1.544,1.411,1.242,1.02,0.809,0.803,0.723,0.528,0.641,0.56,6,13,,,,,,,,,,,
2.081,1.768,1.573,1.423,1.056,0.96,0.896,0.766,0.572,0.671,0.519,6,13,,,,,,,,,,,
2.063,1.617,1.455,1.361,0.923,0.938,0.852,0.71,0.536,0.669,0.547,6,13,,,,,,,,,,,
2.111,1.562,1.529,1.243,1.121,0.851,0.784,0.811,0.587,0.639,0.505,6,13,,,,,,,,,,,
2.07,1.675,1.461,1.254,0.898,0.798,0.756,0.747,0.54,0.577,0.541,6,13,,,,,,,,,,,
2.11,1.615,1.567,1.248,1.069,0.808,0.719,0.691,0.591,0.578,0.468,6,13,,,,,,,,,,,
2.003,1.776,1.399,1.272,0.923,0.839,0.718,0.687,0.531,0.572,0.529,6,13,,,,,,,,,,,
1.95,1.541,1.393,1.229,0.987,0.819,0.749,0.66,0.43,0.497,0.482,6,13,,,,,,,,,,,
2.215,1.689,1.531,1.21,0.822,0.838,0.724,0.677,0.496,0.636,0.508,6,13,,,,,,,,,,,
2.107,1.682,1.515,1.146,0.991,0.86,0.746,0.668,0.517,0.53,0.474,6,13,,,,,,,,,,,
2.116,1.592,1.376,1.151,0.824,0.833,0.764,0.71,0.506,0.528,0.444,6,13,,,,,,,,,,,
2.14,1.626,1.462,1.24,0.802,0.766,0.647,0.667,0.518,0.537,0.427,6,13,,,,,,,,,,,
2.039,1.793,1.371,1.021,0.832,0.868,0.719,0.636,0.544,0.497,0.485,6,13,,,,,,,,,,,
2.175,1.566,1.409,1.164,0.827,0.857,0.724,0.644,0.44,0.537,0.573,6,13,,,,,,,,,,,
1.903,1.557,1.283,1.114,0.956,0.827,0.68,0.585,0.424,0.447,0.34,6,13,,,,,,,,,,,
1.901,1.605,1.343,1.028,0.919,0.757,0.664,0.601,0.391,0.453,0.377,6,13,,,,,,,,,,,
1.838,1.469,1.332,1.145,0.857,0.705,0.722,0.564,0.428,0.44,0.339,6,13,,,,,,,,,,,
1.85,1.664,1.322,1.183,0.842,0.759,0.636,0.507,0.439,0.431,0.449,6,13,,,,,,,,,,,
2.168,1.677,1.414,1.052,0.757,0.736,0.629,0.62,0.365,0.442,0.422,6,13,,,,,,,,,,,
2.082,1.55,1.305,0.996,0.929,0.702,0.626,0.629,0.416,0.478,0.393,6,13,,,,,,,,,,,
2.008,1.566,1.209,0.959,0.706,0.726,0.634,0.612,0.358,0.463,0.415,6,13,,,,,,,,,,,
2.01,1.519,1.159,1.168,0.85,0.727,0.678,0.535,0.432,0.418,0.375,6,13,,,,,,,,,,,
1.95,1.467,1.295,1.1,0.884,0.721,0.576,0.602,0.355,0.377,0.355,6,13,,,,,,,,,,,
1.976,1.749,1.15,0.968,0.555,0.692,0.544,0.523,0.322,0.444,0.344,6,13,,,,,,,,,,,
1.874,1.559,1.264,0.988,0.706,0.707,0.593,0.554,0.3,0.438,0.399,6,13,,,,,,,,,,,
1.877,1.367,1.454,1.085,0.906,0.722,0.604,0.569,0.348,0.411,0.386,6,13,,,,,,,,,,,
1.949,1.631,1.429,1.083,0.741,0.689,0.557,0.522,0.364,0.398,0.388,6,13,,,,,,,,,,,
1.896,1.558,1.263,1.125,0.812,0.696,0.584,0.575,0.326,0.394,0.346,6,13,,,,,,,,,,,
1.911,1.686,1.278,1.008,0.807,0.725,0.569,0.568,0.339,0.403,0.346,6,13,,,,,,,,,,,
2.085,1.537,1.268,1.025,0.924,0.684,0.593,0.533,0.332,0.402,0.369,6,13,,,,,,,,,,,
1.991,1.634,1.307,1.114,0.78,0.66,0.625,0.503,0.301,0.413,0.398,6,13,,,,,,,,,,,
1.777,1.56,1.195,1.176,0.712,0.723,0.606,0.542,0.376,0.395,0.316,6,13,,,,,,,,,,,
1.826,1.406,1.097,1.12,0.586,0.776,0.592,0.593,0.335,0.362,0.327,6,13,,,,,,,,,,,
2.08,1.55,1.28,1.037,0.901,0.721,0.595,0.561,0.369,0.394,0.327,6,13,,,,,,,,,,,
1.892,1.546,1.213,1.046,0.744,0.66,0.621,0.465,0.303,0.348,0.327,6,13,,,,,,,,,,,
1.85,1.335,1.392,1.018,0.761,0.756,0.583,0.583,0.301,0.353,0.287,6,13,,,,,,,,,,,
2.057,1.45,1.116,1.189,0.681,0.722,0.59,0.522,0.335,0.407,0.321,6,13,,,,,,,,,,,
1.925,1.467,1.174,1.178,0.746,0.612,0.576,0.531,0.302,0.447,0.337,6,13,,,,,,,,,,,
