-1.16663990E-06,2.9887692E-03
-1.16658990E-06,3.1721422E-03
-1.16653990E-06,3.3302224E-03
-1.16648990E-06,3.4672253E-03
-1.16643990E-06,3.5789353E-03
-1.16638990E-06,3.6653524E-03
-1.16633990E-06,3.7285845E-03
-1.16628990E-06,3.7686315E-03
-1.16623990E-06,3.7876011E-03
-1.16618990E-06,3.7876011E-03
-1.16613990E-06,3.7665238E-03
-1.16608990E-06,3.7306923E-03
-1.16603990E-06,3.6779989E-03
-1.16598990E-06,3.6126590E-03
-1.16593990E-06,3.5388883E-03
-1.16588990E-06,3.4566866E-03
-1.16583990E-06,3.3681617E-03
-1.16578990E-06,3.2775290E-03
-1.16573990E-06,3.1890041E-03
-1.16568990E-06,3.1004792E-03
-1.16563990E-06,3.0161698E-03
-1.16558990E-06,2.9402913E-03
-1.16553990E-06,2.8728437E-03
-1.16548990E-06,2.8159349E-03
-1.16543990E-06,2.7695647E-03
-1.16538990E-06,2.7379486E-03
-1.16533990E-06,2.7210868E-03
-1.16528990E-06,2.7189790E-03
-1.16523990E-06,2.7316254E-03
-1.16518990E-06,2.7611337E-03
-1.16513990E-06,2.8032885E-03
-1.16508990E-06,2.8601973E-03
-1.16503990E-06,2.9318603E-03
-1.16498990E-06,3.0161698E-03
-1.16493990E-06,3.1110179E-03
-1.16488990E-06,3.2142970E-03
-1.16483990E-06,3.3260070E-03
-1.16478990E-06,3.4419324E-03
-1.16473990E-06,3.5620734E-03
-1.16468990E-06,3.6822143E-03
-1.16463990E-06,3.8023553E-03
-1.16458990E-06,3.9161730E-03
-1.16453990E-06,4.0257753E-03
-1.16448990E-06,4.1269466E-03
-1.16443990E-06,4.2175793E-03
-1.16438990E-06,4.2955655E-03
-1.16433990E-06,4.3566898E-03
-1.16428990E-06,4.4030600E-03
-1.16423990E-06,4.4325683E-03
-1.16418990E-06,4.4409993E-03
-1.16413990E-06,4.4304606E-03
-1.16408990E-06,4.3967368E-03
-1.16403990E-06,4.3440434E-03
-1.16398990E-06,4.2681649E-03
-1.16393990E-06,4.1712091E-03
-1.16388990E-06,4.0531759E-03
-1.16383990E-06,3.9140653E-03
-1.16378990E-06,3.7559851E-03
-1.16373990E-06,3.5789353E-03
-1.16368990E-06,3.3850236E-03
-1.16363990E-06,3.1763577E-03
-1.16358990E-06,2.9550454E-03
-1.16353990E-06,2.7189790E-03
-1.16348990E-06,2.4765894E-03
-1.16343990E-06,2.2236611E-03
-1.16338990E-06,1.9665173E-03
-1.16333990E-06,1.7051580E-03
-1.16328990E-06,1.4437988E-03
-1.16323990E-06,1.1824395E-03
-1.16318990E-06,9.252957E-04
-1.16313990E-06,6.702597E-04
-1.16308990E-06,4.236546E-04
-1.16303990E-06,1.854804E-04
-1.16298990E-06,-4.21551E-05
-1.16293990E-06,-2.613596E-04
-1.16288990E-06,-4.658100E-04
-1.16283990E-06,-6.597217E-04
-1.16278990E-06,-8.388792E-04
-1.16273990E-06,-1.0053904E-03
-1.16268990E-06,-1.1571474E-03
-1.16263990E-06,-1.2941502E-03
-1.16258990E-06,-1.4163989E-03
-1.16253990E-06,-1.5260011E-03
-1.16248990E-06,-1.6229570E-03
-1.16243990E-06,-1.7051587E-03
-1.16238990E-06,-1.7768217E-03
-1.16233990E-06,-1.8379461E-03
-1.16228990E-06,-1.8864240E-03
-1.16223990E-06,-1.9285787E-03
-1.16218990E-06,-1.9601947E-03
-1.16213990E-06,-1.9875953E-03
-1.16208990E-06,-2.0065649E-03
-1.16203990E-06,-2.0213191E-03
-1.16198990E-06,-2.0318578E-03
-1.16193990E-06,-2.0402887E-03
-1.16188990E-06,-2.0445042E-03
-1.16183990E-06,-2.0487197E-03
-1.16178990E-06,-2.0508274E-03
-1.16173990E-06,-2.0550429E-03
-1.16168990E-06,-2.0571506E-03
-1.16163990E-06,-2.0592583E-03
-1.16158990E-06,-2.0634738E-03
-1.16153990E-06,-2.0676893E-03
-1.16148990E-06,-2.0740125E-03
-1.16143990E-06,-2.0803357E-03
-1.16138990E-06,-2.0866589E-03
-1.16133990E-06,-2.0929821E-03
-1.16128990E-06,-2.1014131E-03
-1.16123990E-06,-2.1077363E-03
-1.16118990E-06,-2.1140595E-03
-1.16113990E-06,-2.1203827E-03
-1.16108990E-06,-2.1245981E-03
-1.16103990E-06,-2.1267059E-03
-1.16098990E-06,-2.1267059E-03
-1.16093990E-06,-2.1245981E-03
-1.16088990E-06,-2.1203827E-03
-1.16083990E-06,-2.1140595E-03
-1.16078990E-06,-2.1035208E-03
-1.16073990E-06,-2.0908744E-03
-1.16068990E-06,-2.0761202E-03
-1.16063990E-06,-2.0571506E-03
-1.16058990E-06,-2.0360732E-03
-1.16053990E-06,-2.0128881E-03
-1.16048990E-06,-1.9854876E-03
-1.16043990E-06,-1.9580870E-03
-1.16038990E-06,-1.9285787E-03
-1.16033990E-06,-1.8990704E-03
-1.16028990E-06,-1.8674544E-03
-1.16023990E-06,-1.8358383E-03
-1.16018990E-06,-1.8063300E-03
-1.16013990E-06,-1.7768217E-03
-1.16008990E-06,-1.7473134E-03
-1.16003990E-06,-1.7220206E-03
-1.15998990E-06,-1.6988355E-03
-1.15993990E-06,-1.6777581E-03
-1.15988990E-06,-1.6608962E-03
-1.15983990E-06,-1.6482498E-03
-1.15978990E-06,-1.6377111E-03
-1.15973990E-06,-1.6334957E-03
-1.15968990E-06,-1.6313879E-03
-1.15963990E-06,-1.6356034E-03
-1.15958990E-06,-1.6419266E-03
-1.15953990E-06,-1.6524653E-03
-1.15948990E-06,-1.6693272E-03
-1.15943990E-06,-1.6861891E-03
-1.15938990E-06,-1.7093742E-03
-1.15933990E-06,-1.7325593E-03
-1.15928990E-06,-1.7599598E-03
-1.15923990E-06,-1.7873604E-03
-1.15918990E-06,-1.8168687E-03
-1.15913990E-06,-1.8463770E-03
-1.15908990E-06,-1.8758853E-03
-1.15903990E-06,-1.9032859E-03
-1.15898990E-06,-1.9306864E-03
-1.15893990E-06,-1.9538715E-03
-1.15888990E-06,-1.9770566E-03
-1.15883990E-06,-1.9960263E-03
-1.15878990E-06,-2.0086727E-03
-1.15873990E-06,-2.0192114E-03
-1.15868990E-06,-2.0255346E-03
-1.15863990E-06,-2.0255346E-03
-1.15858990E-06,-2.0213191E-03
-1.15853990E-06,-2.0107804E-03
-1.15848990E-06,-1.9939185E-03
-1.15843990E-06,-1.9728412E-03
-1.15838990E-06,-1.9454406E-03
-1.15833990E-06,-1.9138246E-03
-1.15828990E-06,-1.8758853E-03
-1.15823990E-06,-1.8337306E-03
-1.15818990E-06,-1.7852527E-03
-1.15813990E-06,-1.7346670E-03
-1.15808990E-06,-1.6798659E-03
-1.15803990E-06,-1.6229570E-03
-1.15798990E-06,-1.5639404E-03
-1.15793990E-06,-1.5028160E-03
-1.15788990E-06,-1.4416917E-03
-1.15783990E-06,-1.3784596E-03
-1.15778990E-06,-1.3152276E-03
-1.15773990E-06,-1.2541032E-03
-1.15768990E-06,-1.1950866E-03
-1.15763990E-06,-1.1381777E-03
-1.15758990E-06,-1.0833766E-03
-1.15753990E-06,-1.0327909E-03
-1.15748990E-06,-9.864207E-04
-1.15743990E-06,-9.442660E-04
-1.15738990E-06,-9.084345E-04
-1.15733990E-06,-8.747107E-04
-1.15728990E-06,-8.494179E-04
-1.15723990E-06,-8.283406E-04
-1.15718990E-06,-8.135864E-04
-1.15713990E-06,-8.030477E-04
-1.15708990E-06,-8.009400E-04
-1.15703990E-06,-8.030477E-04
-1.15698990E-06,-8.114787E-04
-1.15693990E-06,-8.241251E-04
-1.15688990E-06,-8.409870E-04
-1.15683990E-06,-8.641721E-04
-1.15678990E-06,-8.894649E-04
-1.15673990E-06,-9.210809E-04
-1.15668990E-06,-9.526970E-04
-1.15663990E-06,-9.885285E-04
-1.15658990E-06,-1.0243600E-03
-1.15653990E-06,-1.0622992E-03
-1.15648990E-06,-1.1002385E-03
-1.15643990E-06,-1.1381777E-03
-1.15638990E-06,-1.1740092E-03
-1.15633990E-06,-1.2056253E-03
-1.15628990E-06,-1.2372413E-03
-1.15623990E-06,-1.2625342E-03
