AREA,PERIMETER,CELL_ID,Lon,Lat,cdirjan,cdirfeb,cdirmar,cdirapr,cdirmay,cdirjun,cdirjul,cdiraug,cdirsep,cdiroct,cdirnov,cdirdec,cdirann
0.107,1.312,287091,89.55800000000,22.03000000000,4873,4395,4289,3632,2983,1328,802,1573,1858,5136,4756,5506,3427
0.107,1.312,281090,91.62900000000,22.02800000000,5890,5209,4218,3513,3393,1380,1029,1402,1734,4309,5175,6281,3627
0.107,1.311,282090,91.29300000000,21.98100000000,5268,4430,3766,3152,2911,1130,705,1226,1791,4544,5163,5688,3314
0.107,1.311,288091,89.22400000000,21.97200000000,4749,4252,4554,4177,3391,1677,1058,1782,2059,4889,4722,5314,3552
0.107,1.310,283090,90.95700000000,21.93200000000,4969,4107,3667,3085,2929,952,639,1211,1665,4163,4831,5504,3143
0.107,1.310,289091,88.89000000000,21.91200000000,4814,4251,4490,4230,3404,1835,1054,1879,2175,4936,4650,5141,3571
0.107,1.310,276089,93.36000000000,21.92100000000,7713,7154,5946,5081,4767,1427,1148,1469,1852,4917,5653,7705,4569
0.107,1.309,284090,90.62100000000,21.88200000000,4562,3694,3331,2776,2670,908,626,1115,1706,3867,4554,5042,2904
0.107,1.309,277089,93.02200000000,21.88400000000,7197,6497,5097,4356,4476,1628,1136,1821,2188,5056,5460,6993,4325
0.107,1.309,290091,88.55700000000,21.85000000000,4575,4167,4362,4343,3307,1934,1109,1994,2205,4956,4660,4766,3531
0.107,1.308,278089,92.68600000000,21.84500000000,7052,6213,5102,4198,4230,1572,1007,1676,2042,4772,5052,6475,4115
0.107,1.308,285090,90.28700000000,21.83000000000,4214,3520,3375,2906,2697,1017,637,1221,1600,3896,4473,4943,2874
0.107,1.308,279089,92.34900000000,21.80400000000,7038,6041,5075,4197,4128,1549,1115,1705,1926,4831,5312,6848,4147
0.107,1.307,291091,88.22500000000,21.78700000000,4441,3962,4268,4120,3190,2048,1082,2040,2119,5006,4319,4494,3424
0.107,1.307,286090,89.95300000000,21.77600000000,5091,4358,4358,3888,3216,1311,971,1546,1598,4634,4754,5591,3443
0.107,1.307,280089,92.01400000000,21.76100000000,6730,5678,4831,4116,3850,1470,1005,1610,1879,4933,5350,6812,4022
0.106,1.306,287090,89.61900000000,21.72000000000,5021,4369,4604,4145,3463,1606,1048,1827,1862,4934,4774,5515,3597
0.106,1.306,281089,91.67800000000,21.71600000000,6113,5178,4265,3655,3403,1256,894,1232,1676,4302,5055,6318,3612
0.106,1.305,282089,91.34400000000,21.67000000000,5548,4573,3977,3406,3243,1143,721,1232,1883,4660,5293,5968,3470
0.106,1.305,288090,89.28700000000,21.66200000000,3991,3536,3525,3381,2796,1473,807,1729,2064,4427,4465,4719,3076
0.106,1.304,283089,91.01000000000,21.62100000000,5391,4495,3906,3408,3099,1149,713,1155,1861,4388,5258,5819,3386
0.106,1.304,289090,88.95500000000,21.60300000000,4718,4336,4508,4269,3348,1971,1144,1968,2152,4997,4691,4996,3591
0.106,1.304,276088,93.39900000000,21.60900000000,7662,6910,5551,4750,4787,1311,1136,1353,1938,4886,5438,7594,4443
0.106,1.303,284089,90.67600000000,21.57200000000,5076,4264,3794,3221,3042,1166,625,1191,1748,4367,5125,5562,3265
0.106,1.303,277088,93.06300000000,21.57200000000,7599,6785,5336,4495,4794,1595,1243,1638,2359,5392,5618,7411,4522
0.106,1.302,290090,88.62400000000,21.54200000000,4637,4279,4439,4314,3382,1973,1153,1975,2271,5014,4645,4823,3575
0.106,1.302,278088,92.72900000000,21.53300000000,7251,6117,4993,4227,4151,1354,975,1507,1926,4799,5085,6723,4092
0.106,1.302,285089,90.34400000000,21.52000000000,4834,4051,3966,3426,3246,1207,658,1280,1880,4727,5111,5423,3317
0.106,1.301,279088,92.39400000000,21.49200000000,6980,5923,5092,4207,4018,1372,885,1641,2076,4854,5164,6648,4071
0.106,1.301,291090,88.29400000000,21.47900000000,3813,3610,3623,3385,2680,1702,869,1906,2179,4670,4309,4276,3085
0.106,1.301,286089,90.01200000000,21.46600000000,4844,4222,4094,3539,3386,1457,852,1464,2218,4973,5083,5490,3468
0.106,1.301,280088,92.06000000000,21.45000000000,6494,5533,4596,3963,3526,1486,1001,1509,1887,4579,5178,6554,3858
0.105,1.300,287089,89.68000000000,21.41100000000,4545,3899,4119,3687,3299,1590,862,1567,2266,5051,4917,5234,3419
0.105,1.300,281088,91.72700000000,21.40600000000,6275,5260,4349,3761,3303,1175,893,1221,1628,4199,4927,6425,3618
0.105,1.299,282088,91.39400000000,21.36000000000,5587,4682,4059,3625,3261,1320,823,1199,2011,4562,5069,6052,3520
0.105,1.299,288089,89.34900000000,21.35400000000,4211,3824,4003,3723,3117,1733,883,1837,2382,5103,4848,4933,3383
0.105,1.298,283088,91.06200000000,21.31200000000,5562,4713,4152,3676,3489,1287,725,1110,2149,4854,5253,6126,3591
0.105,1.297,289089,89.01900000000,21.29500000000,4239,3860,4005,3786,2985,1650,920,1872,2407,5074,4837,4791,3368
0.105,1.297,276087,93.43700000000,21.29700000000,7487,6804,5710,4857,4751,1130,1133,1327,1743,4876,5375,7288,4373
0.105,1.297,284088,90.73100000000,21.26200000000,5637,4631,4241,3786,3408,1288,678,1238,2078,4986,5373,6139,3623
0.105,1.297,277087,93.10400000000,21.26000000000,7634,6553,5305,4609,4394,1427,1123,1430,2151,5181,5531,7250,4382
0.105,1.296,290089,88.69000000000,21.23500000000,4156,3823,3908,3609,2932,1634,947,1975,2407,5045,4661,4574,3305
0.105,1.296,278087,92.77100000000,21.22200000000,7328,6283,5057,4222,4124,1198,927,1345,1976,4704,5228,6990,4115
0.105,1.296,285088,90.40000000000,21.21100000000,5344,4505,4323,3868,3583,1341,660,1369,2224,5229,5259,6031,3644
0.105,1.295,279087,92.43900000000,21.18200000000,7113,6109,5011,4295,4062,1306,891,1436,1896,4760,5314,7027,4101
0.105,1.295,286088,90.07000000000,21.15800000000,4996,4327,4327,3926,3551,1507,869,1457,2281,5274,4948,5572,3586
0.105,1.294,280087,92.10700000000,21.14000000000,6729,5735,4868,4272,3701,1222,782,1312,1701,4652,5191,6709,3906
0.104,1.294,287088,89.74000000000,21.10300000000,4765,4154,4267,4006,3402,1672,872,1756,2312,5338,4827,5182,3546
0.104,1.293,281087,91.77500000000,21.09600000000,5926,5095,4305,3820,3434,1321,782,1213,1943,4651,5156,6428,3672
0.104,1.293,288088,89.41100000000,21.04700000000,4661,4064,4284,4045,3486,1861,919,1962,2432,5384,4826,5036,3580
0.104,1.293,282087,91.44400000000,21.05100000000,5888,5077,4388,4126,3596,1178,709,1184,1965,4974,5218,6392,3724
0.104,1.291,289088,89.08300000000,20.98900000000,4531,4025,4261,4143,3517,1867,934,2067,2570,5461,4775,4920,3589
0.104,1.291,276086,93.47500000000,20.98700000000,7581,6851,5757,4801,4477,1104,1155,1211,1741,4920,5146,7451,4349
0.104,1.291,277086,93.14400000000,20.95100000000,7469,6360,5140,4308,4193,1349,1004,1261,2004,4953,5416,7307,4230
0.104,1.290,290088,88.75500000000,20.92900000000,4417,4063,4177,4169,3380,1941,892,2085,2681,5295,4745,4753,3549
0.104,1.290,278086,92.81300000000,20.91200000000,7358,6227,4975,4271,4033,1174,932,1122,1911,4835,5476,7253,4130
0.104,1.289,279086,92.48200000000,20.87300000000,7176,6249,5268,4552,4082,1351,862,1267,2023,4973,5417,7239,4204
0.104,1.288,280086,92.15200000000,20.83100000000,6745,5595,4634,4109,3530,1124,762,1065,1773,4458,5078,6766,3803
0.103,1.287,281086,91.82300000000,20.78800000000,6203,5487,4559,4240,3534,948,738,1113,2035,4945,5194,6650,3803
0.103,1.286,282086,91.49400000000,20.74300000000,6085,5199,4490,4211,3647,1140,708,1168,1990,5029,5322,6497,3790
0.103,1.284,277085,93.18400000000,20.64200000000,7478,6376,5155,4287,4241,1198,1021,1324,1992,4846,5422,7393,4227
0.103,1.284,278085,92.85400000000,20.60400000000,7270,6138,4962,4284,4096,1189,938,1076,1999,4830,5388,7263,4119
0.103,1.283,279085,92.52600000000,20.56500000000,7093,5980,5059,4393,3805,1340,858,1040,1716,4442,5160,6979,3988
0.103,1.282,280085,92.19800000000,20.52300000000,6646,5631,4581,4132,3421,878,782,918,1673,4231,4902,6644,3703
0.102,1.281,281085,91.87000000000,20.48000000000,6305,5484,4668,4245,3766,1010,752,1107,2035,4994,5181,6770,3859
0.102,1.280,282085,91.54300000000,20.43600000000,6112,5223,4736,4380,3901,1184,717,1104,2114,4909,5222,6409,3834
0.102,1.277,278084,92.89500000000,20.29700000000,7145,6115,5141,4506,3875,1153,907,1109,1873,4437,5238,7188,4057
0.102,1.277,279084,92.56900000000,20.25800000000,7033,5942,4868,4394,3586,973,871,912,1434,4146,5140,7035,3861
0.102,1.276,280084,92.24200000000,20.21700000000,6580,5658,4847,4526,3758,973,820,882,1903,4740,5316,6699,3891
0.102,1.275,281084,91.91600000000,20.17400000000,6482,5751,4910,4671,3822,933,792,972,1948,5040,5309,6737,3947
0.101,1.271,279083,92.61100000000,19.95200000000,6848,5896,4866,4443,3756,954,890,897,1971,4560,5355,6972,3950
0.101,1.270,280083,92.28600000000,19.91100000000,6640,5911,5030,4616,3823,851,843,971,1985,4971,5446,6883,3997
