-0.07571323	-0.03636581	-0.033427324	-0.094893135	-0.053582013	-0.024820914	0.05204903	-0.06932081	-0.050387125	0.042719763	-0.053748254	-0.04764339	0.036406763	0.04690011	-0.009722924	0.033009145
-0.05361266	0.0017985045	0.07085102	-0.009694918	0.086696684	0.017726477	0.0005197139	-0.049273398	0.04625334	0.042937268	-0.047600724	-0.07461322	0.045302324	0.0023876105	0.033448767	-0.0689177
-0.040556114	-0.05156471	-0.040780865	-0.0058015916	-0.09214947	0.060649704	0.056283083	0.022357596	0.08389416	-0.11482145	0.0035065473	0.065223366	0.0061911875	-0.11302577	0.11030456	-0.0115872
-0.07102323	-0.03947656	-0.061098836	-0.096561454	-0.017853355	-0.04263914	-0.023943866	-0.062259834	-0.03877539	0.004629563	-0.10815957	-0.09103967	0.03812554	-0.008734302	0.04109649	0.023743326
-0.018097049	0.032934155	0.0033022095	0.006381694	0.011223605	-0.012638521	-0.050255336	-0.06330554	-0.06765694	0.04457328	-0.017102094	-0.06969716	0.020019915	-0.007492625	-0.062032066	0.0040624957
-0.04475279	-0.020261176	-0.056582656	0.029163424	0.043619577	0.052891955	-0.09071285	-0.0017268001	-0.08519153	0.03699024	0.05775405	0.063492715	-0.035394497	0.0024738107	-0.027750418	0.061299227
-0.03889771	-0.06197004	-0.10124216	0.09851367	0.008362714	0.021874601	-0.018660631	0.04696487	-0.0053913556	-0.028203793	0.089808844	0.03536228	-0.059213795	-0.07158886	-0.0476014	0.005885201
-0.08196097	0.055778075	0.028354492	0.03310692	0.10659846	0.051851332	-0.0053872713	0.014915993	0.044657197	0.06727735	-0.0414747	-0.04248879	0.040978488	0.060568016	0.01596125	-0.0049482267
0.031423938	0.06679192	0.05625059	-0.01530612	0.02092743	0.012263492	-0.023925938	-0.0050619137	0.07837264	-0.065327115	0.004684662	0.03835395	-0.06523504	-0.03793372	0.06082284	0.015270518
0.0029574158	-0.012461625	0.014708175	0.029562708	0.07306997	0.04544381	0.018267244	-0.017919935	-0.04422783	0.08453125	0.020656144	-0.04155223	-0.012478271	0.05820649	0.024686774	-0.046637904
0.019081628	-0.008109334	0.011383264	0.014830507	-0.016505549	0.006244599	0.055645738	-0.017196173	0.03788378	0.04418913	-0.058522496	0.025042012	0.029652713	0.060249485	-0.0026283094	0.0004371584
0.007286883	-0.01928138	0.026279746	0.0031700945	-0.04801613	0.011230928	-0.0111920005	0.03182949	-0.005782464	0.030006196	-0.04315103	-0.032806136	0.017767627	-0.02212195	-0.022448776	0.0051623327
-0.014636368	0.009165394	0.005919166	-0.07846641	0.020164145	-0.108920395	-0.0357307	-0.08348614	0.010741096	-0.054398187	-0.052499063	-0.09365305	-0.052213497	0.0058939243	0.018607792	0.05318421
-0.03898476	-0.028020676	0.022645948	0.0330531	0.0063820644	-0.047131807	0.047933962	0.01753999	0.035658553	-0.03191637	0.00045714126	0.014951579	0.025487212	0.010047074	0.05590797	0.012312703
0.057973787	0.050352592	0.08321723	-0.0065512075	-0.0040903017	0.056402598	-0.07468869	-0.07889242	0.044324324	-0.12786816	0.02020039	0.047523346	-0.027682815	-0.050244905	-0.017615404	0.051125184
-0.016345162	0.023885392	-0.020361176	-0.015933767	-0.004566628	0.05466133	0.010830722	0.015008849	-0.009007499	-0.09244215	0.04271617	0.094953425	-0.0028036383	-0.01952348	0.03818667	-0.04032283
-0.016813245	-0.018229801	2.2446024e-05	-0.047402453	0.035865054	0.051519677	-0.034315094	0.050355606	-0.03913903	0.019400656	0.036818672	-0.028562851	0.04085621	0.025536679	0.0010593566	-0.0037173806
-0.05038837	0.00063762127	-0.016115611	-0.0706842	-0.0040215855	-0.1133626	0.014971543	0.016499251	-0.0042328564	0.016538408	-0.05156883	-0.05094099	0.03889082	0.06356255	-0.06447698	0.01721597
0.05347962	0.0029333185	-0.0020623715	-0.02954613	0.0058416417	0.0052876337	-0.06863221	-0.040323943	0.032472912	0.015394315	0.026592018	0.01598386	-0.067784734	-0.012349648	0.026146857	0.023116834
0.05061908	0.028571356	0.076550975	0.010737418	-0.003617334	-0.041377153	0.03559162	0.06522771	0.019473867	0.010862388	-0.055513244	0.008813498	-0.019233426	-0.023940157	-0.0296585	-0.033836078
-0.021746855	-0.021429092	0.010310946	-0.026130088	-0.02853261	0.01994416	0.06768542	0.025920233	0.072094664	-0.009582511	-0.0012194873	-0.013954372	-0.027630493	-0.032299306	-0.028089032	0.024674049
0.0812234	0.039124377	0.11123244	0.012671287	0.043267757	0.032917663	-0.090328924	-0.06696932	0.079819284	-0.12148315	-0.0058280877	0.020030461	-0.05511937	-0.032683257	0.065769516	0.086782
-0.009339327	0.010301436	0.02296437	0.093459025	0.07621619	0.043078136	-0.06241991	-0.002268143	-0.045558073	0.06063687	0.063606866	-0.05261053	-0.05199493	0.034276143	-0.00970159	0.000313271
0.031235427	0.01137091	0.010504381	0.009550146	0.03375856	-0.085359484	-0.026527608	-0.038340054	0.05123385	0.0027005398	-0.037603073	-0.051253244	0.042496942	-0.03663647	0.03694996	0.0120209865
0.01989887	0.006277849	0.0045873397	-0.037158486	0.018931553	0.013997816	0.0061971545	0.035001207	0.030846102	-0.018391758	0.020298144	0.018689	-0.040453278	0.009187122	0.010559898	-0.035003565
-0.0017252427	0.08973917	0.053269334	0.027447809	0.04601871	-0.0516	-0.017459603	-0.05276631	0.05146279	-0.040035304	0.0041485615	0.06639937	-0.024579244	-0.050750278	0.09131726	0.019046998
